Gercek_Churn,Tahmin_Churn,Churn_Olasiligi
0,0,0.32035799305755136
0,0,0.01158727609574089
0,0,0.0026223707346675427
1,0,0.040157235924817646
0,0,0.16835442215972177
0,0,0.26311403577939607
0,0,0.15544411570663139
0,0,0.009863936559111865
0,0,0.025369168891072456
0,0,0.0570501135559399
0,0,0.2868728379603903
0,0,0.46472926476269405
1,1,0.6636701079680052
0,1,0.59167082505708
0,0,0.08362857914823175
0,0,0.008904155041629443
0,0,0.08376551313781175
0,1,0.6695763842576353
0,0,0.33454847660085096
0,0,0.2843098181109803
0,0,0.03169498421663099
0,1,0.6699490749640725
1,1,0.6885773087636505
1,0,0.3400279691127941
0,0,0.006566155972452204
0,0,0.041052895868559126
1,0,0.10418425659681008
0,0,0.21204809542414968
0,0,0.2972262791469207
0,1,0.7363841717544835
0,0,0.23446912458937758
0,0,0.14961133303125504
0,0,0.26557276556242204
0,1,0.6062759107285067
1,1,0.7921022560933044
0,0,0.4490505450503342
0,0,0.006685981332044023
1,1,0.564004713834984
0,0,0.4862544737651918
0,0,0.04543297878739774
0,0,0.01211077259516523
1,1,0.7328733533526535
1,1,0.5755844621633531
0,0,0.055796016959760594
0,1,0.608503936908928
1,1,0.7387322361656049
0,0,0.033197580696412925
0,0,0.008801010238450606
0,1,0.6597180822428463
0,1,0.5697407128322842
0,0,0.19825930862246435
0,0,0.3922797214355214
1,1,0.7059084510916395
0,0,0.05202946239464023
1,0,0.24476953244239552
0,0,0.03423051627876144
1,0,0.16154960504425894
1,1,0.7399022947049592
0,0,0.18905861969529317
0,0,0.2122092488885802
0,0,0.01535577574888662
1,1,0.500938469543169
1,1,0.5678180038366086
0,0,0.017347579909261203
0,1,0.7433197009041237
0,0,0.01717441607357469
0,0,0.2870484895074218
0,0,0.16258828788028987
1,1,0.7051670209953612
0,0,0.0925128088374995
0,0,0.13132379430451427
1,0,0.3735229815915371
0,1,0.6088594455978138
0,0,0.396687662340587
1,1,0.5222874909932615
0,0,0.06319227142889366
0,0,0.3880984823047112
0,0,0.03681047831704698
0,0,0.4694171517666256
1,0,0.47174524131880713
1,0,0.24588659292896392
0,1,0.5793718612549301
0,1,0.7905960721947949
1,1,0.6037635606944703
1,1,0.6362226968121921
1,1,0.7348278604200805
0,1,0.7334224561475728
0,0,0.0053582258972382155
0,0,0.004215587833520572
0,0,0.3256533927968371
0,1,0.7203953667386974
0,1,0.5972835507325003
0,0,0.2557868146584454
0,0,0.4275917651252317
0,0,0.2739635243576251
0,1,0.7427460183230797
0,0,0.02819057010321287
0,0,0.3577804935246301
0,0,0.14020987788220748
1,1,0.7276179918127869
1,0,0.3873789403676558
0,0,0.43519501178948267
0,1,0.7676857927445782
1,1,0.5958909705177554
0,0,0.08666248349426026
0,1,0.5409969537713102
0,0,0.06445016741869633
1,0,0.4725803139754734
1,0,0.10594250066067921
0,0,0.01591849723892267
0,0,0.14728263108485787
1,0,0.43723223566552294
0,0,0.04729769639385306
0,0,0.00481212036520016
0,0,0.03869849096516549
1,0,0.26090451125748193
0,0,0.031317957757345624
0,0,0.002422202708134507
1,1,0.5855002462817727
0,0,0.07505972309271917
0,0,0.047472702293764435
0,1,0.6253217704049379
0,0,0.48287120598933003
0,0,0.04783855419992212
1,1,0.7148555947795232
1,1,0.7671795824642174
0,0,0.13745733755534345
1,1,0.7854467632876867
1,0,0.36188397045692167
0,0,0.016993541382330675
1,0,0.33665618353664173
0,0,0.016182180006223873
0,0,0.17752993627774147
0,0,0.40580020711124704
0,1,0.6931347497519469
0,0,0.006782470225946379
0,0,0.009745998546350021
1,1,0.5044663715765149
1,0,0.08696741655349581
0,0,0.014552487592567146
1,0,0.46256652566893286
0,0,0.017369872487459685
1,1,0.5635008286702516
0,0,0.13998155400022091
1,1,0.571423163888362
0,0,0.2730613690412584
0,0,0.4674720964133522
0,0,0.08365290692603541
0,0,0.00205397468115564
0,0,0.0356231890229046
0,0,0.004406768060699433
0,0,0.047155986879166896
1,1,0.7710836709868703
1,1,0.5306849208986778
0,0,0.4040308819313925
1,1,0.5757158007257509
1,1,0.7582234625031644
1,1,0.7044114018340448
0,0,0.21173657309030475
1,1,0.5598596571869054
1,0,0.11607281021152716
1,0,0.42065337984310774
1,0,0.20876060554156803
1,1,0.7029910702850098
0,0,0.004814424362737621
0,0,0.01772733551975999
0,0,0.0696822230546256
1,0,0.26128856073832163
0,0,0.18505294782784212
0,0,0.09743620177471353
0,0,0.029771378684922373
0,0,0.005066393537712502
0,0,0.008225474055510433
0,0,0.07993851082255855
0,0,0.0042830166604856034
1,0,0.17482715184290412
1,0,0.13378501918949146
0,0,0.3446353516826812
1,1,0.7324475408755676
0,1,0.527744836990274
0,0,0.13880916014870914
1,1,0.515778199074996
0,0,0.002146388551455077
0,0,0.17592558838591313
0,0,0.016344559522465083
1,1,0.7126612989769122
1,1,0.6149661228390018
0,0,0.21944958215909166
1,0,0.2621341196319617
0,0,0.010285755328850552
0,1,0.6501726114560783
1,1,0.7310402760847535
1,1,0.649301686117034
0,0,0.3166854056182441
0,0,0.13374143363089117
0,0,0.24876436869252305
0,0,0.14708845168509901
0,0,0.2155174587503868
1,1,0.6164953955165531
0,0,0.16506970918164476
0,0,0.009461354727603668
0,0,0.05998931569711657
0,0,0.030754408821874413
0,0,0.49379648255966624
0,0,0.4615736313161877
0,0,0.0038496785062340447
1,0,0.19285719827848027
1,1,0.5466251457511984
0,0,0.04326743295102415
0,0,0.057901479527948004
0,0,0.35727742996456024
1,0,0.10502297182093148
1,1,0.515625292932042
0,0,0.0694366969972491
0,1,0.6792343408125613
1,1,0.5839603510861332
0,0,0.03755532666911285
1,1,0.6626246228762014
0,0,0.12824994409180615
1,0,0.2587277752046561
1,0,0.21020569798730374
0,0,0.013656942218430144
0,0,0.06729707856324851
1,1,0.5894053823969514
0,0,0.3087353540371276
0,0,0.0027505651591187173
1,1,0.6492965551174494
1,1,0.6424710430048928
0,0,0.2530267394471869
0,0,0.4065993698346036
0,0,0.0057952257017854876
0,0,0.21397294415373982
0,0,0.2700569134896813
0,0,0.07798683606065465
0,0,0.389919575999822
1,1,0.6399032156609187
0,0,0.012689250905702072
0,0,0.2837377415069513
0,1,0.7189537034266489
1,1,0.6043525459001944
1,1,0.5941296390813375
1,1,0.6311931325966021
0,0,0.48964396136958666
1,0,0.1037712168099959
0,0,0.03574856287935965
0,0,0.012508340270494214
0,1,0.5266232478997617
0,0,0.031050208387363037
0,0,0.06888970424775462
0,0,0.0027353553417518786
0,0,0.18257438222398292
0,0,0.02380732289509293
0,0,0.058062141561289714
0,0,0.047183972476536946
1,0,0.4623870628211378
0,0,0.22235835471882984
0,0,0.057828861396741885
1,1,0.7136053020975763
0,0,0.08661423021022382
1,0,0.06380774692590394
0,0,0.0041007160565873476
0,0,0.26364247572593735
1,0,0.42201899493216655
0,0,0.16658899531278082
0,0,0.4944323627803987
0,0,0.2980687168637634
0,1,0.5547762142933348
0,0,0.22679998625338751
0,0,0.10185871698598095
0,1,0.6406790909584631
0,0,0.0161009205177137
0,0,0.11354849184456386
1,0,0.20774517992970767
0,0,0.1363694841089465
1,1,0.7580685462383344
0,1,0.666519313818616
0,0,0.1787759491881561
0,0,0.05521100473229636
0,0,0.30282845481082227
1,1,0.8262960139488383
0,0,0.029864861728124345
1,0,0.317047798124408
0,0,0.3746830429113203
1,1,0.5262017094009716
1,1,0.6248795883657272
0,1,0.5660090968928362
0,0,0.004567799331533645
0,1,0.5138503648115973
0,0,0.12125773519179713
1,0,0.12882241522082513
0,0,0.2874556948974864
0,0,0.26742927884351386
0,0,0.1391291957435785
0,0,0.29649124564316154
0,1,0.5340367677051948
0,0,0.020900931607681573
0,0,0.2696954849788499
0,0,0.1806982413029304
1,1,0.6346446413469459
1,0,0.47987175395121817
1,1,0.5567778518876306
0,0,0.09384546542129064
1,1,0.6810141151357613
1,1,0.7774769948593798
0,1,0.7355355745105695
0,0,0.4415105834949863
0,0,0.01572399492659994
0,0,0.3231562167121871
0,0,0.4170957927761181
0,1,0.6704803471613041
1,0,0.3690277596005506
0,0,0.4383819292154932
0,0,0.07817606117718114
0,0,0.3979670987676128
0,0,0.32332080811177655
0,0,0.022002428787755775
0,0,0.1012434591496384
0,0,0.1492396153909087
0,0,0.039872521783499336
0,0,0.07437769443040464
1,0,0.3653395500170782
0,0,0.43372157398605776
0,0,0.39116879824808337
1,1,0.6059226437422092
1,0,0.44473811314449874
1,0,0.4627091841179197
0,0,0.008225524327020131
0,1,0.5820284580385715
0,0,0.1019114212186881
0,0,0.2185060958410373
1,0,0.08450394052259241
0,0,0.34616659288665935
0,0,0.003241391425190406
0,0,0.058834703339083715
0,0,0.4912690244247576
0,0,0.12631700797527792
0,1,0.557502095853218
1,1,0.6571598325333745
1,1,0.7785600022725818
1,1,0.5537851059043042
0,1,0.5266901915740888
0,0,0.001567371427466232
0,0,0.10472650649343436
0,0,0.007656512974742885
0,0,0.10027119397926354
0,0,0.057810783467275896
0,0,0.38619295350664407
0,0,0.0618032157136112
0,0,0.02888254453132305
0,0,0.012924925771378248
0,0,0.0027746429417024304
0,0,0.15041520232933756
1,0,0.44315927083065987
0,0,0.07265367820143923
0,0,0.4949289239770405
1,1,0.7238013828518836
0,0,0.01488572324335638
1,1,0.6303729785905532
0,1,0.6951420941703115
0,0,0.06357971801656577
0,0,0.07724204118072815
0,0,0.009500172909591667
0,1,0.5823548405208098
0,0,0.12175242378252035
0,1,0.5183939738373947
0,0,0.4905794320847739
0,0,0.18039740418473038
0,0,0.07225776788652477
0,0,0.17693438012757848
0,0,0.007245737739734943
0,1,0.7895598078482455
1,1,0.7372253128881534
1,0,0.3200773931670911
0,0,0.4275334754032704
0,0,0.11860202474967431
0,0,0.002213868367023893
0,0,0.003970222338235834
1,0,0.010577665285433534
1,0,0.14520515662091585
0,0,0.3429491181079824
0,0,0.05465091883164769
0,0,0.007208810067156053
0,0,0.060259209103567614
1,1,0.591578341789365
0,0,0.3241360196280137
0,0,0.014418328247652913
1,0,0.4949725763343996
1,1,0.7305323430581264
0,0,0.14342015018190335
0,0,0.03075287772864151
0,0,0.04789614719398335
1,1,0.698530921312829
0,0,0.06322553158056655
0,0,0.19824220193077172
0,0,0.26268740772590743
0,0,0.11070637449261905
0,0,0.0419276015537447
0,0,0.29810312852082976
1,1,0.7234450315580017
1,0,0.2550506828251548
0,0,0.35921141435376497
0,1,0.5734963679741999
0,0,0.0628761660811979
1,1,0.7731288225763396
0,0,0.4133661359624152
0,1,0.7778984949766559
0,0,0.17442254440476762
0,0,0.35995525533020967
1,0,0.49418167352014847
0,0,0.03691331962386067
0,0,0.2673638237743412
0,1,0.5385730259878829
0,1,0.6129071372630578
1,0,0.16647708955226156
0,0,0.4640860933847898
1,0,0.29453507935660583
0,1,0.6944873041164563
0,0,0.38302408247091163
0,0,0.14252525640055214
0,0,0.4954528726129095
1,1,0.5557599989190353
0,0,0.25829751853039445
0,0,0.38076122602997736
0,0,0.2116407336681579
0,0,0.4675804476085649
0,0,0.02512377340336122
0,0,0.04608368513278568
0,0,0.32395328206585244
0,0,0.0023892702938719604
1,1,0.6657085160340245
0,0,0.2263685941248129
1,0,0.024696927923034778
0,0,0.10206234851762223
0,0,0.003811294126230407
1,1,0.5527837260000654
0,0,0.2563562608680419
0,0,0.04003426162644203
0,0,0.27932501860675407
0,0,0.0228641409604833
0,0,0.2035332031784446
0,1,0.6592013585474222
0,0,0.038001527179200925
0,0,0.0036919418945602035
0,0,0.2527564862760719
0,0,0.1502469549043294
0,1,0.6774276198239966
0,0,0.01442143036074184
0,0,0.19506331746940078
1,1,0.6534053709659718
1,0,0.46477836793678146
0,0,0.47670824321951827
1,0,0.17524422388462654
0,0,0.16457467580451032
1,0,0.2604869537871256
0,0,0.09777739562599189
0,0,0.24641223814069962
0,0,0.10962539161018016
0,0,0.023228431242065244
0,1,0.6876349829683198
0,0,0.4528127292181453
0,0,0.25378362257330755
0,0,0.37021227109140226
0,0,0.014002113300693755
1,1,0.7031302804042524
0,0,0.1622822111838108
0,0,0.004424751008985297
0,0,0.17526074581760528
0,0,0.006104881695447534
0,0,0.0356653562727646
0,0,0.36815159091555016
0,0,0.0016820860354972746
0,0,0.022279255003489772
0,0,0.20646732431692336
0,0,0.021754681255465518
0,0,0.3641721517505985
0,0,0.08474623567283633
0,0,0.10923065884960054
1,1,0.5062557355992949
0,0,0.03788256284708459
0,0,0.07644454665134354
1,0,0.49752823736816365
1,1,0.5494656828635502
1,0,0.1461131231921949
0,0,0.07518090646569484
0,0,0.030732031149148128
0,0,0.0018139326848972213
0,0,0.31856048669213355
1,1,0.5803687904965291
0,0,0.19947325107545305
1,1,0.5346353182240194
0,0,0.16103916731480808
0,0,0.21182883227480592
0,0,0.17652690338038352
1,1,0.7512837241607115
0,0,0.2321758951461637
0,0,0.06753472856902465
0,0,0.01159393682654509
1,0,0.3644721434850933
1,0,0.33915301504752604
0,0,0.19144304149316496
0,0,0.01231899967189162
0,0,0.012415937506963732
0,0,0.04258814826949472
0,0,0.01099447693509535
1,1,0.6812933146052187
1,0,0.15711813612719602
1,1,0.6338401039182868
0,0,0.07873486883947886
0,0,0.22078543121306946
0,0,0.04457987674666753
0,0,0.011954836522766927
1,0,0.12675174238037748
0,0,0.00748014432530782
1,0,0.44700589362450266
0,0,0.009034824868890422
0,0,0.03834652701129005
0,0,0.06569176337249003
0,0,0.4438547586392302
0,0,0.1708633768403958
1,0,0.19600659082195876
0,0,0.4519331610293728
0,0,0.12996394968247593
0,0,0.19867282504813835
1,1,0.7473513277879928
0,0,0.07210288415644628
1,0,0.2767147750671574
0,0,0.23123673500004568
0,0,0.0016889395658899239
1,0,0.2933590341937231
0,0,0.046193337018618975
0,0,0.328286008468961
0,0,0.07598395757736044
0,0,0.33956122698259283
1,0,0.10230216629002098
0,0,0.02073835174529579
0,0,0.026913951169564538
0,0,0.08174848538653315
1,0,0.4845563416381651
0,0,0.004798981176037731
1,1,0.5340238545351671
0,0,0.014101712079908948
0,1,0.7135535890347446
0,0,0.28850885250479646
0,0,0.17444290472071344
0,0,0.08360539499594086
0,1,0.6664824595977602
1,0,0.27049866875919665
0,1,0.6383779682190848
0,0,0.14032661349430545
0,0,0.3060944819432485
1,1,0.6869841916815046
1,1,0.6731270816760836
0,0,0.029420587082316152
0,0,0.0014654714281723473
0,0,0.023459884023330952
0,0,0.02295171810420622
0,0,0.06278487427846641
0,1,0.650809390573104
0,0,0.4770602638288924
1,1,0.658609871950816
0,0,0.004784257248027811
0,0,0.22904349545835853
0,0,0.014040543892319377
0,0,0.010696089314075499
0,0,0.04566019926138151
0,0,0.00572683341146089
0,0,0.005843267444350594
0,0,0.022595205611496104
0,0,0.0885032076953185
0,0,0.04132096282160042
0,1,0.6884512397830842
0,0,0.038014144795461335
0,0,0.18928417515217819
1,1,0.7196870833002185
1,1,0.6921438251487436
1,0,0.26709835456219355
1,1,0.6310446729885941
1,0,0.4126936920499412
0,1,0.5290038170635813
0,0,0.2455562844692006
1,1,0.6285808638000975
0,0,0.08635948968534711
0,0,0.21723540289960608
0,0,0.1280272295048776
1,0,0.3170243174408312
0,0,0.16367640604085512
1,0,0.18783702092184354
0,1,0.6018768219771498
1,1,0.6370231338524693
1,0,0.09881430569492337
1,1,0.8161252274536747
1,0,0.21951681541720935
0,0,0.036803337878551605
0,0,0.29047598288579957
0,0,0.48047822123539824
0,0,0.26473921714295323
0,0,0.08677368519105041
0,0,0.006811364619857999
0,0,0.037432247377133715
0,0,0.013957908853125338
0,0,0.2935493335160425
0,0,0.062070727128836656
0,0,0.04270709462536113
0,0,0.17571357108211913
1,0,0.4454331574787326
1,0,0.4405585988365073
0,0,0.004303518589100597
0,0,0.17231788377025578
0,0,0.1606243544337903
0,1,0.5477939095301624
0,0,0.010241679524862572
1,1,0.6181709199227157
1,1,0.6620702614690468
0,0,0.11103451906229138
0,0,0.006907754693728502
0,1,0.6947222526705712
1,0,0.48122599474488464
0,1,0.6291434101459926
0,0,0.31408309568893117
0,0,0.034321362128779134
1,1,0.5371818206904748
1,0,0.4150099672430757
0,0,0.03167051892875208
0,0,0.09620962239976484
0,0,0.038947036016150516
0,0,0.37534626653531616
0,0,0.023424563099805916
0,0,0.01939733221432709
0,0,0.19607986445855702
1,1,0.6312023880210131
0,0,0.13930918746591467
1,0,0.4086765697406962
0,1,0.6139712982285498
0,0,0.010899005254955548
0,0,0.3119434516382794
0,0,0.09097548151200038
0,1,0.5326892511768263
0,0,0.18047394944517944
0,0,0.29602048743872283
0,0,0.002382413460150899
0,0,0.011810103579641967
0,0,0.3953077987856353
0,0,0.18060643304867233
0,1,0.6749464172747309
0,1,0.5109396833088015
0,0,0.19272417986950824
1,0,0.20658325231247915
0,0,0.4920670225748576
0,0,0.006592860556605842
1,0,0.08331656725466317
0,0,0.06984365895822837
0,0,0.10821975818040117
0,0,0.00434369813149428
0,0,0.13352349924912466
0,0,0.141707780597947
0,0,0.014302500674543514
0,0,0.3284562786807688
1,0,0.2839483285306419
0,0,0.4704642420065438
0,0,0.4348058360430172
1,0,0.04370585545012364
0,0,0.12417034996211025
1,0,0.20762877052828227
1,1,0.5995938319416756
0,0,0.005223819716236868
0,0,0.034891534911939553
1,0,0.17935915969285454
0,0,0.002903817070322474
1,1,0.5889433976664058
0,0,0.04555864469772357
1,0,0.06663428880859765
0,0,0.161288412267774
1,1,0.816395627717991
0,0,0.0068780928590191385
0,0,0.009261819028498592
0,1,0.5233383334054384
1,1,0.7819724508055865
0,0,0.1392469190759998
0,0,0.002425499114332095
0,0,0.09994081016892803
0,1,0.5312669775938651
1,1,0.5906636771814605
0,0,0.0212114570474967
0,0,0.008840147174968591
0,0,0.06465659972491612
0,0,0.26349614389595644
1,1,0.6696945061901133
1,0,0.2215337550502178
0,0,0.11585992128863554
0,0,0.2810354760973063
0,0,0.0038978341644467
0,0,0.10251645279981636
1,0,0.40018431510439084
0,0,0.05195745056444309
0,0,0.007403911219636068
0,0,0.40131917732837774
0,0,0.40238280104988106
1,0,0.24460784103136482
0,0,0.10681472670915837
0,0,0.002232827356733284
0,0,0.07270618559709117
0,0,0.43259661549839645
1,0,0.02553656788585204
0,0,0.03906427238211813
0,0,0.019624805078196583
0,0,0.07912319390821122
0,0,0.23680771143919577
1,1,0.6069631292991358
0,0,0.010029877667877067
0,0,0.009986833197998134
0,0,0.15374696575861918
0,1,0.6534288497850768
0,0,0.008109649567844917
0,0,0.025760338585370187
0,0,0.08999207155070935
0,0,0.06455004913063549
0,0,0.41679952666639214
1,1,0.643631016825035
0,0,0.35458597374292167
1,1,0.5995966795734635
0,0,0.04540073057591161
0,0,0.04108583094338827
1,1,0.7716984961180036
0,0,0.35906558746700623
0,0,0.010344078481217359
1,1,0.7389331303073878
0,0,0.06361227997616156
0,0,0.2592708493144731
0,0,0.14346631846650834
0,0,0.039525597843565755
0,0,0.08923182340174364
0,0,0.3019499854382904
0,0,0.014944664056546469
1,1,0.6291812634734577
0,0,0.4725771360318077
0,0,0.00496576415750207
0,0,0.02069533995210723
0,0,0.33903654011698064
1,0,0.06900320981643214
0,0,0.17788488720628304
0,0,0.006694462960001612
0,0,0.302784559797226
0,0,0.11098014398746359
1,0,0.1611939585878786
0,0,0.1696527947484948
0,1,0.5055350716342076
0,0,0.029557152061077566
0,0,0.005471155548304969
0,0,0.21734110927537875
1,1,0.7429656615027209
0,0,0.012197903912684063
0,0,0.004816290015164464
1,1,0.5977044717628298
0,1,0.5874783312651307
0,0,0.0014932993596447472
0,0,0.006775536882119075
0,0,0.3570426938814012
0,0,0.49631098945007335
1,0,0.28934414030039207
1,0,0.2693613997184199
1,1,0.5168745376680501
